label,text,answer
3,"In 1967 a launch pad fire claimed the lives of Edward White, Roger Chaffee & this astronaut","Virgil ""Gus"" Grissom"
3,"Mohammed Farah Aidid, a warlord of this country who battled U.S. forces in 1993, died in 1996",Somalia
1,"Just one month after her ""A New Day has Come"" CD was released, it was certified multi-platinum",Celine Dion
2,Kim Wozencraft & Dorothy Uhnak used their experiences in this job to write crime novels,Policewomen
3,"As a result of the 1851 discovery of this in New South Wales & Victoria, Australia's population almost tripled by 1860",gold
3,2 of the 5 cities that had both National League & American League teams in 1903,"(2 of 5) Boston, Chicago, New York, Philadelphia, St. Louis"
4,"In computers or audio amplifiers, it's the process in which part of the output returns to the input",Feedback
4,"It's what the ""L"" stands for in ""laser""",light
3,Fiddling Roman emperor's admired people,Nero's heroes
1,This rock star of the 50's and 60's hit the charts again in the 70's with the Stone Canyon Band,Ricky Nelson
3,1967: This magical duo make their Las Vegas debut at the Tropicana,Siegfried & Roy
3,"Tu Duc, a 19th century Nguyen emperor in this country, helped write a comprehensive history of it",Vietnam
3,"Black ""homelands"" called Bantustans were part of this South African system of segregation",Apartheid
1,"30 years older, this composer was a pal of Vladimir Horowitz, who could really bang out his 3rd Piano Concerto",(Sergei Vassilievich) Rachmaninoff
1,"At 17 this Russian was an enfant terrible; in 1929 he composed the ballet ""L'Enfant Prodigue""",Prokofiev
3,"In the 700s, Pepin's widow Plectrude got hammered by Charles Martel vying for rule over these people",the Franks
3,"Snapple's 1st flavor was this juice, carbonated",Apple
0,This country forms the entire shoreline of the Sea of Marmara,Turkey
1,"The murder mystery musical ""Something's Afoot"" parodies the plot of this author's ""Ten Little Indians""",Agatha Christie
0,Virginia's Rappahannock River flows into this bay,Chesapeake Bay
3,N.Y. governor who announced in January 1948 he'd run for president if nominated; he was; he lost,Thomas Dewey
3,"A group of 3, musically",a trio
2,"An incident from his book ""My Life in Court"" inspired the stage play ""A Case of Libel""",Louis Nizer
3,"Britons of the year 1000 called Vikings by this national name, & levied a ""geld"" to buy them off",Danes
2,"Anne Edwards' biography of this author is titled ""Road to Tara""",Margaret Mitchell
3,In 1926 Lindbergh had to parachute out of planes 4 times while employed to do this,flying the mail
1,"This ""happy"" 1905 operetta by Franz Lehar features a famous waltz of the same name",The Merry Widow
1,A short sonata is a sonatina; a keyboardless accordionis this,a concertina
0,"The western portion of the Baltic island of Usedom belongs to Germany; the eastern, to this country",Poland
2,"His ""The Bonfire of the Vanities"" was first published as a serial in Rolling Stone",Thomas Wolfe
3,One of the 2 space shuttles that went aloft in 2006,the Discovery (or the Atlantis)
1,"Anton Karas' music for the movie ""The Third Man"" was played on this stringed instrument of Austria",a zither
1,"This German ""lullaby"" composer gave his first public recital at 14",Johannes Brahms
2,"Homer's 24-book sequel: ""Tell Penny I'll Be Right Back""",the Odyssey
2,This 1726 satire reported the existence of Mars' 2 moons 151 years before Asaph Hall discovered them,Gulliver's Travels
3,Post-Impressionist whose work is seen here,Paul Cezanne
0,It's the only papal state left in the world,Vatican City
3,"A former Socialist, he formed the anti-Communist Fascist Party in 1919",Benito Mussolini
4,"The tokamak, this type of nuclear reactor, uses plasma heated to 180 million degrees as fuel",fusion
1,"Dangerous Minds?  No, it's the title of the song heard here:",Gangsta's Paradise (by Coolio)
3,"In 1807 he wrote, ""The distance from New York to Albany is 150 miles; I ran it up in thirty-two hours""",Robert Fulton (of the steamship Clermont)
2,"In 1962 this author & illustrator published ""The Nutshell Library"", which includes the book ""Chicken Soup with Rice""",Maurice Sendak
2,The Prophet Kahlil Gibran,Lebanon
4,Around 1850 Helmholtz clocked impulses moving along these body parts at about 90 feet per second,nerves
0,"Abingdon, Windsor, Gravesend & Southend-On-Sea are on this European river",Thames
3,"Now a piece of fabric covering a tear, in the 1700s it was a piece of fabric stuck on a lady's face as an adornment",a patch
2,"An epigraph he used on one story says, ""our hearts though stout and brave, still, like muffled drums are beating""",Edgar Allan Poe
1,Sting rose to fame in this new wave trio,The Police
1,Last name of brothers Mark & David who were part of the original lineup of Dire Straits,Knopfler
2,"Also in the title, it's the last word of the Joseph Conrad tale about the mysterious Mr. Kurtz",darkness
4,This electronically recorded graphic representation is unique to each individual speaker,a voice print
1,Bono's band's ballet wear,U2's tutus
4,"In science a big M can mean mach, & a little m this, as in Einstein's most famous equation",mass
1,"The name of this instrument consisting of steel bars on a frame is from the German for ""play of bells""",glockenspiel
3,This czar established a parliament called the Duma,Nicholas II
2,You Can't Go Home Again until you name this author who wrote it,Thomas Wolfe
3,In 1983 Congress established Radio Marti to broadcast accurate news to this country,Cuba
2,"In Chaucer's ""The Canterbury Tales"" , this bawdy wife tells of her 5 husbands & her desire for a sixth",the Wife of Bath
1,"With 1952's ""It Wasn't God Who Made Honky Tonk Angels"", she became the first female to have a No. 1 country hit",Kitty Wells
4,2001: Researchers produce pulses of this that last 650 billionths of a billionth of a second,light
0,Buffalo & Cleveland are major ports on this Great Lake,Erie
3,"1916: ""Pershing comes to shove in Mexican pursuit of"" this rebel; 1923: ""The 'Town' is Down""",Pancho Villa
1,"This work written in 1931 consists of 5 movements including ""On the Trail"" & ""Painted Desert""","\""Grand Canyon Suite\"" (by Ferde Grofe)"
4,"At last count, this planet in our solar system had 63 known moons",Jupiter
4,"As you know, Dr., the frontal this in the brain is key to emotion & reason; stay away from the one on the ear this time",lobe
0,The Brig O'Doon refers to a bridge over the River Doon in this part of the United Kingdom,Scotland
2,"This funny man & game show host writes about his life & dealing with OCD in ""Here's the Deal: Don't Touch Me""",(Howie) Mandel
3,"He was a top student, & not yet a revolutionary, when his brother was executed for trying to kill the Czar in 1887",Lenin
3,"John Jay, not John Marshall, was the first one",Chief Justice of the Supreme Court
2,"Anthropologists pose as missionaries in ""By The Light of My Father's Smile"" by this author of ""The Color Purple""",Alice Walker
2,"In 1974 this Brit turned out another novel like clockwork, ""The Clockwork Testament""",Anthony Burgess
2,"In 1949 this Nobel Laureate founded Welcome House, an adoption agency specializing in Asian-American children",Pearl S. Buck
3,"In 1533 Pizarro killed Atahualpa, the leader of these people",the Incas
2,"His 1965 novel ""Desolation Angels"" was set just prior to ""On the Road""",Jack Kerouac
2,Mike Hammer,Mickey Spillane
1,"Used in 1940's ""Fantasia"", this piece is a ""night"" to remember",Night on Bare Mountain (or Night on Bald Mountain)
2,"In this novel by Alice Walker, Celie moves to Memphis, where she designs & sells unisex pants",The Color Purple
1,"The first jazz artist to win a Music Pulitzer, this brother of Branford won for the opera ""Blood on the Fields""",Wynton Marsalis
1,"This crooner originated the role of J.B. Biggley in ""How to Succeed in Business Without Really Trying""",Rudy Vallée
1,"This group topped the charts & won an Album of the Year Grammy for 2004's ""How to Dismantle an Atomic Bomb""",U2
2,"His nonsense poem ""The New Vestments"" says, ""his buttons were jujubes, and chocolate drops""",Edward Lear
3,"From the Greek for ""to stir up"", the first of these to be isolated was epinephrine",Hormone
3,"On July 9, 1982 Michael Fagan made headlines when he broke into her bedroom",Queen Elizabeth II
2,"This British poet of ""Gunga Din"" penned the phrase ""East is East, and West is West""",(Rudyard) Kipling
3,This paper that had sent Stanley to find Livingstone merged with the New York Tribune in 1924,New York Herald
2,A group of 19th c. authors is called the Knickerbocker Group after his pen name,Washington Irving
1,"In April 1988, Phylicia Rashad took over Bernadette Peters' role as the witch in this Stephen Sondheim musical",Into the Woods
4,"Used to control glaucoma, a trabeculectomy is a procedure that reduces pressure in this organ",Eye
3,"As this dictator's minister of education, Giovanni Gentile reformed Italy's school system",Benito Mussolini
3,The Carpetbaggers were northerners who moved south after the Civil War to take part in this process,Reconstruction
0,"Home to an ancient wonder, it's Egypt's third-most populous city",Giza
3,"In ""Earth Movers"", the prototype of this modern machine is described here",bulldozer
1,Ratio of quarter notes to a whole note,one-fourth
1,"An extended work in 3 or 4 movements, or the type of large orchestra that would play it",Symphony
1,"Firestarter & ""Breathe"" are hit singles by this band that emerged from the British rave scene",Prodigy
4,A device known as a rectifier makes this electrical conversion,from AC to DC
2,He helped cover the Apollo 12 & 15 space missions with Walter Cronkite & Wally Schirra,Arthur C. Clarke
1,"In 2006 this singer from The Black Eyed Peas released this solo album ""The Dutchess""",Fergie
2,Dr. Seuss wrote this book to win a bet that he couldn't write a book using only 50 different words,Green Eggs and Ham
4,The taste buds that sense sweetness are on the tip of this organ,the tongue
3,"His name is the Greek translation of the Hebrew name ""Joshua"", which means ""Jehovah is Salvation""",Jesus
4,In Dec. 1972 Gene Cernan became the last man to command one of these vehicles known as the LM,the lunar module
0,The Raritan is the longest river wholly within this state,New Jersey
4,"A material called URhGe can be manipulated into being this, lacking electrical resistance",superconductors
2,"This ""I, Claudius"" author later set his eye on ""The Greek Myths"" & ""The Hebrew Myths""",(Robert) Graves
1,"The musical version of this Ibsen play might be titled ""Hedda Get Your Gun!""",Hedda Gabler
2,"1903 Irish literary works included Synge's ""In the Shadow of the Glen"" & this poet's ""In the Seven Woods""",(William Butler) Yeats
3,"Although this country gained its independence in 1990, South Africa kept its port of Walvis Bay for another 4 years",Namibia
3,"The Bantu migration from modern Cameroon to the south of this continent began about 2,000 years ago",Africa
